N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B
0.13244250756964868,-0.32041272640669066,3.0592122136672546,-0.006467156787835421,-1.8150338653779452,0.1745547268999717,-0.6768528316095392,-0.11040322788695642,-0.41103708313270376,-0.5940013623038418,-0.46581803117123843,-0.8103952014221874
1.2596685316052145,2.8340064691999967,1.373349674836199,-0.8380431163558869,1.1032558789552207,-0.26570633891974016,0.1639677630836791,-0.0725790914151918,-1.0369075197057906,-1.4531219767093986,-0.6133006938486802,-0.4534978745939868
0.9394338656860197,-0.1019248167542794,1.373349674836199,0.825108802780216,-0.32030009389022585,-0.04020676862183901,0.5616531794926338,-0.0536670231793095,1.2704058807949923,0.028861083140186653,0.5384686718227705,-0.542722206301037
-0.5848831440893477,-0.28399807479795547,1.5411369417340766,-0.04804595476623707,1.8862116640202171,-0.4589916848893697,-0.19054037954373185,0.01725323270524917,0.4483670984303408,-0.18591907046120248,0.5969935379646125,0.09969298198972397
-0.5848831440893477,3.4302963892930363,-0.4004014323699352,-0.1519929497122449,-0.10676669796340861,0.16381665212388116,-0.12236573673076802,0.02670926682319033,1.2610645309953943,2.284052695954773,-0.2832204488086913,-0.7211708697151371
1.0162901855066264,-0.051854670792268506,-0.4004014323699352,0.825108802780216,-0.24912229524795343,-0.1475875163827443,0.08215819170812284,-0.10094719376901526,1.273519664061525,-1.324253884548565,0.9996446170204852,-0.4534978745939868
0.5423428799462181,4.231418724685211,-0.23261416547205763,-0.3183081416258552,-0.8185446843861323,0.27119739988478647,-0.8768317838608992,0.012525215646278587,0.6663319270876348,-1.0020836541464815,-0.6367106403054169,-0.4178081419111667
0.13244250756964868,-0.32041272640669066,0.023061669800898674,-0.42225513657186114,-1.2456114762397663,0.27119739988478647,0.2207799654278155,-0.09621917671004471,0.08094067297947395,0.6517235285842155,1.0090085956031802,-0.47134274093539685
0.6960555195874316,-0.19296144577611743,-0.7359759661656903,-0.42225513657186114,1.6015004694511275,0.16381665212388116,-0.740482498234972,0.012525215646278587,0.9310035047429204,-1.1953857923877316,-0.2832204488086913,0.2959865117452342
0.6191991997668248,-0.3340682207599664,-0.4004014323699352,-0.3183081416258552,-1.4591448721665832,0.05643590436297586,-0.6723078554220084,-0.0536670231793095,-0.04361065768183697,0.1577291753010203,0.35118910016887595,-0.578411938983857
1.7464252238023907,4.727568352854228,1.2854611064611203,1.2408967825642399,0.39147789253249743,0.024221680034704235,0.2775921677719519,-0.04421098906136833,-1.0867280519703149,-1.3027758691884261,-1.3155990875507841,1.4915925566197057
0.37582085366823675,0.03918195822956951,-0.5681886992678128,-0.42225513657186114,0.6050112884593146,0.27119739988478647,-0.4655114388893519,-0.07730710847416238,0.6507630107549709,-0.8732155619856479,-0.2832204488086913,-0.47134274093539685
0.7729118394080383,-0.3431718836621502,0.278737505073855,-0.11041415173384139,1.6726782680934,-0.1475875163827443,-0.19054037954373185,-0.0063868525896037375,0.13698877177706373,1.9833604809128287,0.7678861470987908,-0.542722206301037
-0.5848831440893477,2.7338661772759747,-0.4004014323699352,-0.35988693960425683,0.10676669796340861,-0.2549682641436496,0.08215819170812284,-0.10094719376901526,0.7410627254844213,1.9833604809128287,0.20604743213710797,-0.5070324736182169
1.2596685316052145,-0.4615195013905396,1.4532483733589978,1.033002792672228,0.10676669796340861,-0.29792056324801175,0.05034335839540654,-0.04421098906136833,-1.2268482989642895,-1.5175560227898155,-1.4139208626690787,0.9740914327188154
